Location,Location Name,District Number,Region Number,Terr Num,EFF DT,Current Starting Rate,Staffing Level,Current Staffing Level,YTD Average Staffing Level,Current Staffing Score,YTD Staffing Score,Total Staffing Score,LY Turn %,YTD Turn %,YOY Turn Variance,Turnover Score,Unemployment Score,Kohl's to County Comp Score,County Score,Applicant Flow,Acceptance Rate,Acceptance Rate Score,Applicant Flow Score,Recruiting Score,Cost of Labor Zone,Wage Pressue Score,Wage Score Color,Starting Rate Buckets
254,Strongsville,72,11,2,10/28/17,9.00,0.84,0.84,0.97,4,2,2.6,0.66,0.66,0.00,3,3,3,3,4.37,1.21,1,2,1.4,2,2.48,Green,9
255,Lancaster,65,15,4,10/28/17,9.00,0.85,0.85,0.96,4,2,2.6,0.34,0.42,0.08,4,5,3,4,3.41,1.14,1,2,1.4,2,2.93,Green,9
256,Moline,79,7,2,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.36,0.43,0.07,4,4,3,3.5,4.55,1.08,1,2,1.4,2,2.56,Green,9
257,Bloomington,8,7,2,10/28/17,9.50,0.73,0.73,0.78,5,5,5,1.08,0.73,-0.35,1,5,4,4.5,2.67,1.18,1,1,1,3,2.9,Green,9.38
258,Lincoln,43,7,2,10/28/17,9.00,0.98,0.98,0.99,2,2,2,0.35,0.35,0.00,4,5,3,4,4.61,1.28,1,2,1.4,1,2.75,Green,9
259,Mishawaka,6,1,2,10/28/17,9.00,1.00,1.00,0.93,1,3,2.4,0.65,0.53,-0.12,2,5,2,3.5,5.29,1.14,1,3,1.8,2,2.37,Green,9
260,North Riverside,5,1,2,10/28/17,10.00,0.98,0.98,0.96,2,2,2,0.61,0.29,-0.32,1,4,3,3.5,10.07,1.07,1,1,1,3,1.8,Green,10
262,Huntington,67,2,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.30,0.35,0.05,4,5,3,4,4.69,1.11,1,2,1.4,1,2.66,Green,9
263,Bowie,18,2,4,10/28/17,11.50,1.00,1.00,1.00,1,2,1.7,0.54,0.85,0.31,5,5,1,3,6.9,1.05,1,3,1.8,4,2.81,Green,10.5
264,Ellicott City,18,2,4,10/28/17,9.25,0.82,0.82,0.91,4,3,3.3,0.66,0.78,0.12,5,5,4,4.5,7.45,1.25,1,2,1.4,3,3.49,Yellow,9.12
265,Germantown,18,2,4,10/28/17,11.50,1.00,1.00,1.00,1,2,1.7,0.29,0.28,-0.02,3,5,2,3.5,8.89,1.09,1,2,1.4,4,2.31,Green,10.5
266,Laurel,18,2,4,10/28/17,9.25,1.00,1.00,0.99,1,2,1.7,0.94,0.71,-0.22,1,5,4,4.5,9.28,1.08,1,2,1.4,4,2.01,Green,9.12
267,Waldorf,18,2,4,10/28/17,9.25,1.00,1.00,1.00,1,2,1.7,0.41,0.36,-0.06,3,5,3,4,6.91,1.1,1,3,1.8,3,2.51,Green,9.12
268,Woodbridge,24,2,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.39,0.56,0.17,5,5,5,5,5.25,1.16,1,3,1.8,4,3.21,Yellow,9
269,Fredericksburg,24,2,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.57,0.49,-0.08,3,5,4,4.5,5.49,1.12,1,3,1.8,4,2.61,Green,9
270,Kingstowne,24,2,4,10/28/17,9.00,1.00,1.00,0.93,1,3,2.4,0.80,0.72,-0.08,3,5,5,5,5.45,1.17,1,3,1.8,4,2.92,Green,9
271,Brandywine,21,15,4,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.44,0.37,-0.07,3,4,2,3,3.39,0.98,1,2,1.4,3,2.21,Green,9
272,Kirkwood,21,15,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.35,0.34,0.00,3,4,2,3,6.86,1.09,1,3,1.8,3,2.31,Green,9
273,Whitehall,74,15,4,10/28/17,9.00,0.97,0.97,0.99,2,2,2,0.23,0.34,0.11,5,4,2,3,3.2,1.07,1,2,1.4,2,2.8,Green,9
274,Andorra,21,15,4,10/28/17,9.00,1.00,1.00,1.00,1,1,1,0.44,0.37,-0.07,3,3,2,2.5,7.98,1.22,1,2,1.4,3,1.9,Green,9
275,Springfield,21,15,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.47,0.36,-0.12,2,4,3,3.5,9.58,1.09,1,2,1.4,3,2.06,Green,9
276,Center Square,74,15,4,10/28/17,9.00,0.97,0.97,1.00,2,2,2,0.30,0.30,0.00,4,5,4,4.5,2.74,1.2,1,1,1,3,2.75,Green,9
277,Exton,21,15,4,10/28/17,9.50,0.76,0.76,0.87,5,4,4.3,0.79,0.79,0.00,4,5,2,3.5,4.64,1.18,1,2,1.4,3,3.34,Yellow,9.38
278,Granite Run,21,15,4,10/28/17,9.00,0.99,0.99,0.98,2,2,2,0.67,0.40,-0.27,1,4,3,3.5,4.86,1.05,1,2,1.4,3,1.9,Green,9
279,Mays Landing,52,15,4,10/28/17,9.00,0.91,0.91,0.99,3,2,2.3,0.28,0.39,0.11,5,2,2,2,5.23,1.19,1,3,1.8,3,2.79,Green,9
280,Havertown,21,15,4,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.49,0.42,-0.07,3,4,3,3.5,4.66,1.07,1,2,1.4,3,2.31,Green,9
281,Evansville,81,14,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.41,0.51,0.11,5,5,2,3.5,4.03,1.09,1,2,1.4,2,2.81,Green,9
282,Oxford Valley,52,15,4,10/28/17,9.00,0.95,0.95,0.97,2,2,2,0.50,0.59,0.09,4,5,3,4,4.13,1.1,1,2,1.4,3,2.75,Green,9
283,Winchester,66,15,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.52,0.43,-0.09,3,5,5,5,4.02,1.15,1,2,1.4,2,2.61,Green,9
284,Marlton,52,15,4,10/28/17,9.00,0.85,0.85,0.97,4,2,2.6,0.41,0.31,-0.10,3,4,3,3.5,4.58,1.16,1,2,1.4,3,2.58,Green,9
285,Cherry Hill,52,15,4,10/28/17,9.00,0.91,0.91,0.98,3,2,2.3,0.41,0.53,0.11,5,3,3,3,8.77,1.12,1,2,1.4,3,2.89,Green,9
286,Warminster,74,15,4,10/28/17,9.00,0.89,0.89,0.99,4,2,2.6,0.43,0.29,-0.14,2,5,2,3.5,2.88,1.1,1,1,1,3,2.23,Green,9
287,Winston Salem,10,14,1,10/28/17,9.00,1.00,1.00,0.97,1,2,1.7,0.33,0.53,0.20,5,5,3,4,6.48,1.11,1,3,1.8,2,3.01,Yellow,9
288,Springhurst,67,2,4,10/28/17,10.75,0.81,0.81,0.91,4,3,3.3,0.57,0.52,-0.05,3,5,2,3.5,3.72,1.15,1,2,1.4,1,2.79,Green,10.5
289,Monroeville,20,15,4,10/28/17,9.00,0.98,0.98,0.98,2,2,2,0.39,0.29,-0.10,2,4,2,3,3.68,1.13,1,2,1.4,2,2.05,Green,9
290,Glenview,19,1,2,10/28/17,10.00,0.80,0.80,0.89,4,4,4,0.30,0.39,0.09,4,4,3,3.5,3.42,1.27,1,2,1.4,3,3.25,Yellow,10
291,South Hills,20,15,4,10/28/17,9.00,0.77,0.77,0.94,5,3,3.6,0.33,0.42,0.09,4,4,2,3,3.21,1.12,1,2,1.4,2,3.03,Yellow,9
292,Century III,20,15,4,10/28/17,9.00,0.99,0.99,0.95,2,2,2,0.44,0.49,0.05,4,4,3,3.5,4.39,1.12,1,2,1.4,2,2.65,Green,9
293,Robinson,20,15,4,10/28/17,9.00,0.83,0.83,0.95,4,3,3.3,0.55,0.60,0.04,4,4,2,3,2.86,1.15,1,1,1,2,2.84,Green,9
295,Sterling,66,15,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.53,0.35,-0.19,2,5,5,5,2.6,1.18,1,1,1,4,2.26,Green,9
296,Auburn Hills,31,11,2,10/28/17,9.00,0.81,0.81,0.95,4,2,2.6,0.45,0.45,0.00,4,5,4,4.5,3.78,1.3,1,2,1.4,3,3.03,Yellow,9
297,Crossroads,43,7,2,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.57,0.37,-0.20,2,5,3,4,4.6,1.13,1,2,1.4,2,2.16,Green,9
298,Ralph's Corner,74,15,4,10/28/17,9.00,0.98,0.98,0.98,2,2,2,0.43,0.28,-0.14,2,5,5,5,3.09,1.26,1,2,1.4,3,2.45,Green,9
299,Vestal,57,3,4,10/28/17,9.70,0.96,0.96,0.93,2,3,2.7,0.73,0.61,-0.12,2,3,3,3,7.31,1.15,1,2,1.4,2,2.26,Green,9.63
301,Shawnee,76,7,2,10/28/17,9.00,0.92,0.92,0.99,3,2,2.3,0.32,0.23,-0.10,3,5,4,4.5,2.38,1.03,1,1,1,2,2.59,Green,9
302,Battleground,10,14,1,10/28/17,9.00,0.98,0.98,0.97,2,2,2,0.49,0.40,-0.09,3,4,4,4,9.49,1.12,1,2,1.4,2,2.5,Green,9
303,Wendover,10,14,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.52,0.47,-0.05,3,4,4,4,9.46,1.11,1,2,1.4,2,2.41,Green,9
304,Knoxville East,35,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.51,0.43,-0.08,3,5,4,4.5,6,1.11,1,3,1.8,1,2.61,Green,9
305,Knoxville West,35,5,1,10/28/17,9.00,0.93,0.93,0.97,3,2,2.3,0.35,0.42,0.07,4,5,4,4.5,3,1.27,1,2,1.4,1,2.94,Green,9
306,Farragut,35,5,1,10/28/17,9.00,0.99,0.99,0.98,2,2,2,0.34,0.37,0.04,4,5,4,4.5,2.32,1.15,1,1,1,1,2.75,Green,9
307,Muncie,80,1,2,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.55,0.82,0.27,5,4,2,3,6.93,1.16,1,3,1.8,1,2.81,Green,9
308,Mechanicsville,58,2,4,10/28/17,9.00,1.00,1.00,1.00,1,1,1,0.34,0.56,0.22,5,5,4,4.5,6.8,1.13,1,3,1.8,2,2.9,Green,9
310,Short Pump,58,2,4,10/28/17,9.00,0.97,0.97,0.99,2,2,2,0.59,0.52,-0.08,3,5,3,4,8.53,1.19,1,2,1.4,2,2.5,Green,9
311,North Hills,20,15,4,10/28/17,9.00,0.92,0.92,0.94,3,3,3,0.31,0.29,-0.02,3,4,2,3,2.8,1.25,1,1,1,2,2.5,Green,9
312,Fair Lakes,24,2,4,10/28/17,9.00,0.88,0.88,0.97,4,2,2.6,0.45,0.41,-0.04,3,5,5,5,3.14,1.11,1,2,1.4,4,2.88,Green,9
313,Leesburg,66,15,4,10/28/17,9.00,0.99,0.99,0.99,2,2,2,0.24,0.27,0.03,4,5,5,5,2.38,1.23,1,1,1,4,2.85,Green,9
314,Turnersville,52,15,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.23,0.21,-0.03,3,4,3,3.5,3.25,1.11,1,2,1.4,3,2.31,Green,9
315,Silver Spring,18,2,4,10/28/17,11.50,1.00,1.00,0.99,1,2,1.7,0.48,0.42,-0.06,3,5,2,3.5,9.75,1.07,1,2,1.4,4,2.31,Green,10.5
316,Westampton,52,15,4,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,0.31,0.47,0.16,5,4,3,3.5,4.91,1.08,1,2,1.4,3,2.81,Green,9
317,Canton Township,7,11,2,10/28/17,9.00,0.86,0.86,0.92,4,3,3.3,0.41,0.58,0.17,5,3,3,3,4.71,1.14,1,2,1.4,3,3.19,Yellow,9
318,Gastonia,10,14,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.71,0.71,0.00,4,4,3,3.5,9.99,1.13,1,2,1.4,2,2.56,Green,9
319,Huntersville,10,14,1,10/28/17,9.00,0.89,0.89,0.95,4,2,2.6,0.51,0.55,0.04,4,5,5,5,6.04,1.15,1,3,1.8,2,3.23,Yellow,9
320,Crystal Lake,19,1,2,10/28/17,9.00,0.79,0.79,0.96,5,2,2.9,0.56,0.61,0.05,4,5,3,4,4.36,1.1,1,2,1.4,3,3.02,Yellow,9
321,Joliet,49,1,2,10/28/17,9.00,0.88,0.88,0.99,4,2,2.6,0.38,0.53,0.15,5,4,3,3.5,8.63,1.13,1,2,1.4,3,3.08,Yellow,9
322,Batavia,49,1,2,10/28/17,9.00,0.81,0.81,0.95,4,2,2.6,0.39,0.41,0.02,4,4,3,3.5,3.25,1.27,1,2,1.4,3,2.83,Green,9
323,Northville,7,11,2,10/28/17,9.00,0.87,0.87,0.97,4,2,2.6,0.49,0.39,-0.10,2,3,3,3,2.36,1.17,1,1,1,3,2.13,Green,9
324,Airport Highway,72,11,2,10/28/17,9.00,0.93,0.93,0.92,3,3,3,0.67,0.71,0.03,4,3,3,3,4.64,1.16,1,2,1.4,2,2.85,Green,9
325,Gaithersburg,18,2,4,10/28/17,11.50,0.84,0.84,0.97,4,2,2.6,0.74,0.90,0.16,5,5,2,3.5,8.51,1.12,1,2,1.4,4,3.08,Yellow,10.5
326,Manassas,24,2,4,10/28/17,9.00,0.94,0.94,0.98,3,2,2.3,0.37,0.43,0.07,4,5,4,4.5,6.83,1.14,1,3,1.8,4,3.04,Yellow,9
327,Charleston,20,15,4,10/28/17,9.75,0.84,0.84,0.88,4,4,4,1.06,0.83,-0.23,1,4,3,3.5,6.3,1.2,1,3,1.8,1,2.6,Green,9.63
328,Powell,33,1,2,10/28/17,10.00,0.81,0.81,0.93,4,3,3.3,0.69,0.82,0.13,5,5,3,4,2.05,1.18,1,1,1,2,3.29,Yellow,10
329,New Albany,33,1,2,10/28/17,10.00,1.00,1.00,0.96,1,2,1.7,0.78,0.78,0.00,3,5,2,3.5,3.27,1.13,1,2,1.4,2,2.31,Green,10
330,Lawrence,76,7,2,10/28/17,9.00,0.97,0.97,0.99,2,2,2,0.49,0.51,0.02,4,5,3,4,4.22,1.07,1,2,1.4,1,2.75,Green,9
331,Stow Kent,15,11,2,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.70,0.52,-0.18,2,4,2,3,5.1,1.16,1,3,1.8,2,2.06,Green,9
332,Ann Arbor,7,11,2,10/28/17,9.00,0.81,0.81,0.95,4,3,3.3,0.46,0.57,0.10,5,5,4,4.5,3.03,1.22,1,2,1.4,3,3.49,Yellow,9
333,Bensalem,52,15,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.26,0.25,-0.01,3,5,3,4,4.16,1.1,1,2,1.4,3,2.41,Green,9
334,Lexington East,67,2,4,10/28/17,9.00,0.87,0.87,0.92,4,3,3.3,0.72,0.75,0.03,4,5,3,4,5.73,1.14,1,3,1.8,1,3.24,Yellow,9
335,Omaha,43,7,2,10/28/17,9.00,0.91,0.91,0.98,3,2,2.3,0.47,0.52,0.05,4,5,3,4,5.76,1.09,1,3,1.8,2,2.94,Green,9
336,Goshen,6,1,2,10/28/17,9.00,0.91,0.91,0.96,3,2,2.3,0.84,0.82,-0.02,3,5,4,4.5,4.42,1.2,1,2,1.4,2,2.69,Green,9
337,Mechanicsburg,65,15,4,10/28/17,9.00,0.78,0.78,0.97,5,2,2.9,0.25,0.50,0.25,5,5,3,4,5.2,1.18,1,3,1.8,2,3.37,Yellow,9
338,Hanover,65,15,4,10/28/17,9.00,0.82,0.82,0.95,4,3,3.3,0.52,0.61,0.09,4,5,3,4,5.73,1.23,1,3,1.8,2,3.24,Yellow,9
339,York East,65,15,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.52,0.43,-0.09,3,5,3,4,4.99,1.13,1,2,1.4,2,2.41,Green,9
340,Herndon,66,15,4,10/28/17,9.00,1.00,1.00,0.95,1,2,1.7,0.53,0.20,-0.33,1,5,5,5,3.38,1.17,1,2,1.4,4,2.11,Green,9
341,Lone Tree,25,12,3,10/28/17,9.50,0.82,0.82,0.94,4,3,3.3,0.59,0.38,-0.22,1,5,5,5,3.65,1.2,1,2,1.4,3,2.59,Green,9.38
342,Arapahoe Crossing,25,12,3,10/28/17,9.30,0.94,0.94,0.98,3,2,2.3,0.51,0.45,-0.06,3,5,4,4.5,4.93,1.17,1,2,1.4,3,2.69,Green,9.38
343,Louisville,59,12,3,10/28/17,9.30,0.77,0.77,0.89,5,4,4.3,0.56,0.68,0.11,5,5,3,4,2.12,1.11,1,1,1,3,3.59,Yellow,9.38
344,Westminster,59,12,3,10/28/17,9.30,0.89,0.89,0.96,4,2,2.6,0.54,0.65,0.11,5,5,4,4.5,3.89,1.22,1,2,1.4,3,3.28,Yellow,9.38
345,Thornton,59,12,3,10/28/17,9.30,1.00,1.00,0.99,1,2,1.7,0.60,0.41,-0.19,2,5,4,4.5,7.35,1.22,1,2,1.4,3,2.26,Green,9.38
346,Aurora East,25,12,3,10/28/17,9.30,1.00,1.00,0.96,1,2,1.7,0.42,0.66,0.24,5,5,4,4.5,7.09,1.08,1,2,1.4,3,3.01,Yellow,9.38
347,Plainfield,4,6,2,10/28/17,9.00,1.00,1.00,0.94,1,3,2.4,0.80,0.72,-0.08,3,5,2,3.5,5.06,1.13,1,3,1.8,2,2.62,Green,9
348,Hickory,10,14,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.43,0.42,-0.01,3,5,3,4,4.92,1.13,1,2,1.4,1,2.41,Green,9
349,Brandermill,58,2,4,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,0.89,0.68,-0.22,1,5,4,4.5,4.33,1.1,1,2,1.4,2,2.01,Green,9
350,Frederick,66,15,4,10/28/17,9.25,0.96,0.96,0.97,2,2,2,0.80,0.67,-0.13,2,5,4,4.5,4.36,1.15,1,2,1.4,4,2.35,Green,9.12
351,Arnold,81,14,1,10/28/17,9.50,0.99,0.99,0.96,2,2,2,0.66,0.71,0.06,4,5,3,4,5.21,1.13,1,3,1.8,2,2.85,Green,9.38
352,Bridgeton,23,14,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.57,0.67,0.10,4,5,4,4.5,7.6,1.08,1,2,1.4,2,2.76,Green,9
353,Creve Coeur,81,14,1,10/28/17,9.00,0.83,0.83,0.96,4,2,2.6,0.51,0.61,0.10,4,5,3,4,7.32,1.14,1,2,1.4,2,2.93,Green,9
354,Fairview,23,14,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.71,0.72,0.01,4,4,2,3,4.54,1.05,1,2,1.4,2,2.46,Green,9
355,Manchester,81,14,1,10/28/17,9.00,0.81,0.81,0.96,4,2,2.6,0.54,0.43,-0.10,2,5,3,4,3.08,1.21,1,2,1.4,2,2.43,Green,9
356,O'Fallon,23,14,1,10/28/17,9.00,0.84,0.84,0.96,4,2,2.6,0.39,0.52,0.13,5,5,4,4.5,4.41,1.23,1,2,1.4,2,3.28,Yellow,9
357,St Peters,23,14,1,10/28/17,9.00,0.91,0.91,0.99,3,2,2.3,0.38,0.35,-0.03,3,5,4,4.5,5.54,1.23,1,3,1.8,2,2.79,Green,9
358,Round Lake,19,1,2,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.49,0.55,0.06,4,5,4,4.5,4.3,1.22,1,2,1.4,3,2.76,Green,9
359,Colonial Park,65,15,4,10/28/17,9.00,0.79,0.79,0.91,5,3,3.6,0.68,0.61,-0.07,3,4,4,4,4.68,1.16,1,2,1.4,2,2.98,Green,9
360,Rochester,8,7,2,10/28/17,9.50,0.91,0.91,0.90,3,4,3.7,1.11,0.84,-0.27,1,5,2,3.5,3.04,1.14,1,2,1.4,2,2.41,Green,9.38
361,Carrollton,26,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.34,0.55,0.20,5,5,4,4.5,4.44,1.13,1,2,1.4,3,3.01,Yellow,9
362,Cedar Hill,68,4,1,10/28/17,9.00,0.89,0.89,0.96,4,2,2.6,0.60,0.40,-0.19,2,5,5,5,14.79,1.15,1,1,1,3,2.53,Green,9
363,Flower Mound,26,4,1,10/28/17,9.00,0.89,0.89,0.95,4,2,2.6,0.46,0.37,-0.09,3,5,4,4.5,3.84,1.17,1,2,1.4,2,2.78,Green,9
364,Garland,68,4,1,10/28/17,9.25,1.00,1.00,1.00,1,1,1,0.52,0.41,-0.11,2,5,5,5,6.07,1.13,1,3,1.8,3,2.25,Green,9.12
365,Hulen,68,4,1,10/28/17,9.00,1.00,1.00,0.95,1,3,2.4,0.59,0.56,-0.04,3,5,5,5,6.84,1.22,1,3,1.8,2,2.92,Green,9
366,Keller,68,4,1,10/28/17,9.00,0.91,0.91,0.98,3,2,2.3,0.50,0.56,0.06,4,5,5,5,4.94,1.28,1,2,1.4,2,3.04,Yellow,9
367,Lewisville,26,4,1,10/28/17,9.00,0.94,0.94,0.96,3,2,2.3,0.53,0.70,0.17,5,5,5,5,5.04,1.15,1,3,1.8,3,3.39,Yellow,9
368,North Richland,68,4,1,10/28/17,9.00,1.00,1.00,0.91,1,3,2.4,0.77,0.73,-0.04,3,5,5,5,5.37,1.21,1,3,1.8,2,2.92,Green,9
369,Plano North,26,4,1,10/28/17,9.00,0.93,0.93,0.98,3,2,2.3,0.48,0.65,0.17,5,5,5,5,3.37,0.96,1,2,1.4,3,3.29,Yellow,9
370,Rockwall,68,4,1,10/28/17,9.25,0.72,0.72,0.95,5,2,2.9,0.60,0.62,0.02,4,5,5,5,4.93,1.07,1,2,1.4,3,3.22,Yellow,9.12
371,South Arlington,68,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.54,0.41,-0.13,2,5,5,5,7.73,1.08,1,2,1.4,2,2.36,Green,9
372,Lansing West,16,11,2,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.58,0.45,-0.13,2,4,3,3.5,3.86,1.24,1,2,1.4,2,2.06,Green,9
373,Grandville,16,11,2,10/28/17,9.00,0.83,0.83,0.97,4,2,2.6,0.32,0.38,0.06,4,5,4,4.5,3.36,1.12,1,2,1.4,2,3.03,Yellow,9
374,Levittown,56,9,4,10/28/17,10.50,0.91,0.91,0.91,3,3,3,0.46,0.61,0.15,5,4,3,3.5,4.49,1.17,1,2,1.4,4,3.2,Yellow,10.38
376,Deer Park,27,9,4,10/28/17,10.00,0.95,0.95,0.99,2,2,2,0.47,0.27,-0.20,1,4,2,3,5.86,1.23,1,3,1.8,4,1.9,Green,10
377,East Setauket,27,9,4,10/28/17,10.00,0.77,0.77,0.93,5,3,3.6,0.53,0.58,0.05,4,4,3,3.5,7.62,1.17,1,2,1.4,4,3.13,Yellow,10
378,Ronkonkoma,27,9,4,10/28/17,10.00,1.00,1.00,1.00,1,2,1.7,0.39,0.17,-0.22,1,4,3,3.5,5.7,1.11,1,3,1.8,4,1.91,Green,10
379,Shirley,27,9,4,10/28/17,10.00,0.90,0.90,0.99,3,2,2.3,0.39,0.56,0.18,5,4,3,3.5,5.73,1.26,1,3,1.8,4,3.09,Yellow,10
380,Nanuet,46,9,4,10/28/17,9.70,0.81,0.81,0.93,4,3,3.3,0.53,0.44,-0.09,3,4,4,4,4.76,1.2,1,2,1.4,4,2.89,Green,9.63
381,Paramus,28,9,4,10/28/17,9.00,0.92,0.92,0.91,3,3,3,0.51,0.49,-0.02,3,4,5,4.5,4.55,1.13,1,2,1.4,4,2.9,Green,9
382,West Paterson,28,9,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.33,0.31,-0.02,3,3,4,3.5,5.4,1.12,1,3,1.8,4,2.41,Green,9
383,Morris Plains,28,9,4,10/28/17,9.00,0.86,0.86,0.95,4,2,2.6,0.50,0.48,-0.03,3,5,4,4.5,3.59,1.23,1,2,1.4,4,2.78,Green,9
384,Ledgewood,28,9,4,10/28/17,9.00,0.84,0.84,0.96,4,2,2.6,0.41,0.38,-0.04,3,5,4,4.5,3.89,1.23,1,2,1.4,4,2.78,Green,9
385,Secaucus,56,9,4,10/28/17,9.00,0.94,0.94,0.95,3,3,3,0.59,0.45,-0.15,2,4,3,3.5,8.05,1.2,1,2,1.4,4,2.45,Green,9
386,Watchung,28,9,4,10/28/17,9.00,0.85,0.85,0.93,4,3,3.3,0.49,0.42,-0.07,3,4,5,4.5,5.16,1.2,1,3,1.8,4,3.09,Yellow,9
387,South Plainfield,38,9,4,10/28/17,9.50,0.90,0.90,0.85,3,4,3.7,0.51,0.47,-0.04,3,4,5,4.5,5.12,1.18,1,3,1.8,4,3.21,Yellow,9.38
388,Holmdel,38,9,4,10/28/17,9.00,0.90,0.90,0.97,3,2,2.3,0.30,0.30,0.01,4,4,3,3.5,3.88,1.11,1,2,1.4,4,2.74,Green,9
389,Marlboro,38,9,4,10/28/17,9.00,0.84,0.84,0.93,4,3,3.3,0.46,0.33,-0.13,2,4,4,4,2.85,1.16,1,1,1,4,2.54,Green,9
390,Brick,38,9,4,10/28/17,9.00,0.88,0.88,0.96,4,2,2.6,0.28,0.26,-0.02,3,4,3,3.5,4.62,1.16,1,2,1.4,4,2.58,Green,9
391,Tom's River,38,9,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.33,0.19,-0.15,2,4,3,3.5,3.34,1.14,1,2,1.4,4,2.06,Green,9
392,Severna Park,18,2,4,10/28/17,9.25,0.98,0.98,0.98,2,2,2,0.84,0.64,-0.20,1,5,4,4.5,4.17,1.16,1,2,1.4,3,2.1,Green,9.12
393,Yonkers,32,9,4,10/28/17,10.00,0.90,0.90,0.91,3,3,3,0.48,0.69,0.21,5,4,5,4.5,5.38,1.07,1,3,1.8,5,3.5,Yellow,10
394,Bedford Hills,46,9,4,10/28/17,10.00,0.96,0.96,0.93,2,3,2.7,0.42,0.52,0.09,4,4,4,4,1.97,1.1,1,1,1,4,2.86,Green,10
395,Cortlandt Manor,46,9,4,10/28/17,10.00,0.86,0.86,0.98,4,2,2.6,0.53,0.54,0.01,4,4,4,4,3.4,1.12,1,2,1.4,4,2.93,Green,10
396,Wappingers Falls,46,9,4,10/28/17,9.70,0.78,0.78,0.95,5,2,2.9,0.61,0.45,-0.15,2,4,2,3,7.32,1.18,1,2,1.4,4,2.32,Green,9.63
397,Port Chester,32,9,4,10/28/17,10.00,0.80,0.80,0.88,4,4,4,0.54,0.59,0.04,4,4,4,4,3.57,1.15,1,2,1.4,5,3.35,Yellow,10
398,West Norwalk,32,9,4,10/28/17,10.10,0.91,0.91,0.98,3,2,2.3,0.22,0.16,-0.06,3,5,3,4,5.39,1.08,1,3,1.8,5,2.69,Green,10.12
399,Ridgefield,46,9,4,10/28/17,10.10,0.85,0.85,0.96,4,2,2.6,0.39,0.40,0.02,4,5,3,4,2.16,1.09,1,1,1,4,2.83,Green,10.12
401,Brookfield,46,9,4,10/28/17,10.10,1.00,1.00,0.97,1,2,1.7,0.28,0.29,0.01,4,5,3,4,3.64,1.14,1,2,1.4,4,2.66,Green,10.12
402,Fairfield,32,9,4,10/28/17,10.10,1.00,1.00,1.00,1,2,1.7,0.61,0.51,-0.10,3,5,4,4.5,9.36,1.13,1,2,1.4,5,2.51,Green,10.12
403,Trumbull,32,9,4,10/28/17,10.10,1.00,1.00,0.99,1,2,1.7,0.44,0.34,-0.10,2,5,3,4,9.71,1.09,1,2,1.4,4,2.16,Green,10.12
405,Branford,32,9,4,10/28/17,10.10,1.00,1.00,1.00,1,1,1,0.27,0.36,0.09,4,4,2,3,5.32,1.09,1,3,1.8,3,2.35,Green,10.12
406,Hamden,32,9,4,10/28/17,10.10,1.00,1.00,1.00,1,1,1,0.31,0.30,0.00,3,4,2,3,12.59,1.1,1,1,1,3,1.9,Green,10.12
407,Wallingford,32,9,4,10/28/17,10.10,0.93,0.93,0.99,3,2,2.3,0.36,0.35,-0.01,3,4,2,3,5.25,1.15,1,3,1.8,3,2.49,Green,10.12
408,Riverdale,17,7,2,10/28/17,9.50,0.77,0.77,0.94,5,3,3.6,0.68,0.81,0.13,5,5,3,4,3.26,1.2,1,2,1.4,3,3.48,Yellow,9.38
